Category,Product Name,Brand,Price (KSh),Original Price (KSh),Discount %,High Discount Flag,Rating,Review Count,Product URL,Scraped Date,Storage (GB),RAM (GB),Battery (mAh),Camera (MP),Rating Category,Price Category,Value Score
smart-watches,Waterproof Full Touch Smart Watch,Waterproof Full Touch Smart Watch,799,2479,67.8,TRUE,3.7,0,https://www.jumia.co.ke/generic-waterproof-full-touch-smart-watch-326155877.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.573
smart-watches,"2.09""Smart Watch Fitness Tracker Heart Rate Monitor Waterproof Wrist Watches","2.09""Smart Watch Fitness Tracker Heart Rate Monitor Waterproof Wrist Watches",628,1206,47.9,FALSE,3.2,0,https://www.jumia.co.ke/generic-2.09smart-watch-fitness-tracker-heart-rate-monitor-waterproof-wrist-watches-267218330.html,07/26/26 13:54,,,,,Average,Budget (<5k),0.464
smart-watches,VANIR 2.01 Inch Smart Watch for Men and Women 360x360 High Resolution Display Bluetooth Calling IP68 Waterproof Sports Fitness Tracker Watch Compatible with iPhone Android Samsung Tecno Infinix Camon Hot,VANIR 2.01 Inch Smart Watch for Men and Women 360x360 High Resolution Display Bluetooth Calling IP68 Waterproof Sports Fitness Tracker Watch Compatible with iPhone Android Samsung Tecno Infinix Camon Hot,1742,2680,35,FALSE,3.6,0,https://www.jumia.co.ke/vanir-2.01-inch-smart-watch-for-men-and-women-360x360-high-resolution-display-bluetooth-calling-ip68-waterproof-sports-fitness-tracker-watch-compatible-with-iphone-android-samsung-tecno-infinix-camon-hot-326335755.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.465
smart-watches,"TiLECC TiLECC T900 Ultra2 Smart Watch 2.19"" Bluetooth 5.0 IP68 Waterproof 360mAh","TiLECC TiLECC T900 Ultra2 Smart Watch 2.19"" Bluetooth 5.0 IP68 Waterproof 360mAh",653,1903,65.7,TRUE,3.4,0,https://www.jumia.co.ke/tilecc-tilecc-t900-ultra2-smart-watch-2.19-bluetooth-5.0-ip68-waterproof-360mah-297104143.html,07/26/26 13:54,,,360,,Average,Budget (<5k),0.537
smart-watches,Oraimo Watch 5 Lite Smart Watch Smartwatch' Screen Bluetooth Durable Waterproof Dustproof,Oraimo  Watch 5 Lite Smart Watch Smartwatch' Screen Bluetooth Durable Waterproof Dustproof,1820,1980,8.1,FALSE,4.4,0,https://www.jumia.co.ke/oraimo-watch-5-lite-smart-watch-smartwatch-screen-bluetooth-durable-waterproof-dustproof-301013355.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.464
smart-watches,2.19-inch Native Storm Waterproof Smartwatch GH900 UItra3 Black,2.19-inch Native Storm Waterproof Smartwatch GH900 UItra3 Black,576,1608,64.2,TRUE,3.7,0,https://www.jumia.co.ke/generic-2.19-inch-native-storm-waterproof-smartwatch-gh900-uitra3-black-326495108.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.563
smart-watches,"2.2-Inch Square Large Screen Smartwatch Daily Commute, Business & Casual Wear","2.2-Inch Square Large Screen Smartwatch  Daily Commute, Business & Casual Wear",1340,2010,33.3,FALSE,4.8,0,https://www.jumia.co.ke/generic-2.2-inch-square-large-screen-smartwatch-daily-commute-business-casual-wear-325736692.html,07/26/26 13:54,,,,,Excellent,Budget (<5k),0.58
smart-watches,"TiLECC TiLECC T800 Smart Watch 2.02"" Display 128MB Memory Black","TiLECC TiLECC T800 Smart Watch 2.02"" Display 128MB Memory Black",548,1703,67.8,TRUE,3.5,0,https://www.jumia.co.ke/tilecc-tilecc-t800-smart-watch-2.02-display-128mb-memory-black-297104169.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.553
smart-watches,"SUNDASELF IP68 Waterproof 2.09"" Smartwatch Ultra T900U Black - Metal, Bluetooth V5.3","SUNDASELF IP68 Waterproof 2.09"" Smartwatch Ultra T900U Black - Metal, Bluetooth V5.3",563,1367,58.8,FALSE,3.6,0,https://www.jumia.co.ke/sundaself-ip68-waterproof-2.09-smartwatch-ultra-t900u-black-metal-bluetooth-v5.3-325021082.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.536
smart-watches,RichRipple RichRipple AS2 2.0 inch Smart Watch 6 in 1 Set of Fine Luxury gift Gold,RichRipple RichRipple AS2 2.0 inch Smart Watch 6 in 1 Set of Fine Luxury gift Gold,921,1833,49.8,FALSE,3.7,0,https://www.jumia.co.ke/richripple-richripple-as2-2.0-inch-smart-watch-6-in-1-set-of-fine-luxury-gift-gold-179381050.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.519
smart-watches,Round Full Touch Smart Watch Heart Rate & Step Monitor Perfect for Business & Daily Wear,Round Full Touch Smart Watch Heart Rate & Step Monitor Perfect for Business & Daily Wear,1943,2680,27.5,FALSE,4,0,https://www.jumia.co.ke/multifunctional-full-touch-smartwatch-bluetooth-water-resistant-business-sports-generic-mpg10264690.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.483
smart-watches,"Oraimo Watch 6R, 1.39'' HDScreen, BT HD Calls, Blood oxgen & Heart Rate Monitor, IP68 Smartwatch_Chrome","Oraimo Watch 6R, 1.39'' HDScreen, BT HD Calls, Blood oxgen & Heart Rate Monitor, IP68 Smartwatch_Chrome",2499,3000,16.7,FALSE,4.4,0,https://www.jumia.co.ke/oraimo-watch-6r-1.39-hdscreen-bt-hd-calls-blood-oxgen-heart-rate-monitor-ip68-smartwatchchrome-325841264.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.49
smart-watches,"TiLECC TiLECC S20 Pro Max Smart Watch - 128MB, 2.1"" Touch Screen, Black, BT 5.0","TiLECC TiLECC S20 Pro Max Smart Watch - 128MB, 2.1"" Touch Screen, Black, BT 5.0",804,2504,67.9,TRUE,3.8,0,https://www.jumia.co.ke/tilecc-tilecc-s20-pro-max-smart-watch-128mb-2.1-touch-screen-black-bt-5.0-297104749.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.584
smart-watches,Smart Bluetooth Calling Full Touch Screen Watch - For Android & IOS,Smart Bluetooth Calling Full Touch Screen Watch - For Android & IOS,670,1313,49,FALSE,5,0,https://www.jumia.co.ke/generic-smart-bluetooth-calling-full-touch-screen-watch-for-android-ios-326138803.html,07/26/26 13:54,,,,,Excellent,Budget (<5k),0.647
smart-watches,SUNDASELF 2.09''inch C90 Pro Smart Watch Dual Band 2-in-1 With Bluetooth Headset Specification,SUNDASELF 2.09''inch C90 Pro  Smart Watch Dual Band 2-in-1 With Bluetooth Headset Specification,791,2680,70.5,TRUE,3.7,0,https://www.jumia.co.ke/sundaself-2.09inch-c90-pro-smart-watch-dual-band-2-in-1-with-bluetooth-headset-specification-326902979.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.582
smart-watches,VANIR AMOLED Smart Watch with Bluetooth Call 2.01 Screen IP68 Waterproof Fitness Tracker Heart Rate Monitor 110 Sports Modes for Men Women Compatible with iPhone Android Samsung Tecno Infinix Camon Hot,VANIR AMOLED Smart Watch with Bluetooth Call 2.01 Screen IP68 Waterproof Fitness Tracker Heart Rate Monitor 110 Sports Modes for Men Women Compatible with iPhone Android Samsung Tecno Infinix Camon Hot,1495,2680,44.2,FALSE,3.8,0,https://www.jumia.co.ke/vanir-amoled-smart-watch-with-bluetooth-call-2.01-screen-ip68-waterproof-fitness-tracker-heart-rate-monitor-110-sports-modes-for-men-women-compatible-with-iphone-android-samsung-tecno-infinix-camon-hot-326335731.html,07/26/26 13:54,,,,,Good,Budget (<5k),0.513
