Product Name,Brand,Price (KSh),Original Price (KSh),Discount %,High Discount Flag,Rating,Rating Category,Value Score,Price Category,Storage (GB),RAM (GB),Battery (mAh),Camera (MP),Product URL,Scraped Date
"Redmi 15C, 4G, 6.9"", 8GB RAM + 256GB, 6000mAh, Green",Xiaomi,20840,24000,13.2,FALSE,4.183333333,Good,0.201,Mid-Range (15k-30k),N/A,8,6000,N/A,https://www.jumia.co.ke/redmi-15c-byxiaomi-4g-6.9-8gb-ram-256gb-6000mah-green-25-months-warranty-328082049.html,07/23/26 19:48
"XIAOMI Redmi A7 Pro, 6.9"", 128GB + 4GB RAM (Dual Sim), 6000mAh - Blue",Xiaomi,14850,16000,7.2,FALSE,4.183333333,Good,0.282,Entry (5k-15k),N/A,4,6000,N/A,https://www.jumia.co.ke/xiaomi-redmi-a7-pro-6.9-128gb-4gb-ram-dual-sim-6000mah-blue-327531880.html,07/23/26 19:49
"XIAOMI POCO C71, 6.88"", 64GB + 3GB RAM (Dual SIM), 5200mAh, 4G - Black",Xiaomi,11999,17000,29.4,FALSE,4.183333333,Good,0.349,Entry (5k-15k),N/A,3,5200,N/A,https://www.jumia.co.ke/xiaomi-poco-c71-6.88-64gb-3gb-ram-dual-sim-5200mah-4g-black-25-months-warranty-325759002.html,07/23/26 19:49
"XIAOMI Redmi A7 Pro, 6.9"", 64GB + 4GB RAM (Dual Sim), 6000mAh - Black",Xiaomi,13500,15000,10,FALSE,4.183333333,Good,0.31,Entry (5k-15k),N/A,4,6000,N/A,https://www.jumia.co.ke/xiaomi-redmi-a7-pro-6.9-64gb-4gb-ram-dual-sim-6000mah-black-328787567.html,07/23/26 19:51
"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128 GB ROM, DUAL SIM, 50MP, 5000mAh/ WARRANTY - BLACK",Samsung,29999,,0,FALSE,4.130434783,Good,0.138,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/galaxy-a17-6.7-hd-4gb-ram-128-gb-rom-dual-sim-50mp-5000mah24-months-warranty-black-samsung-mpg10267416.html,07/23/26 19:51
"Samsung Galaxy A17 5G, 6.7"", 4GB RAM + 128GB, 5000mAh, Black",Samsung,30870,38000,18.8,FALSE,4.130434783,Good,0.134,Premium (30k-50k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a17-5g-6.7-4gb-ram-128gb-5000mah-black-327444807.html,07/23/26 19:49
"Samsung Galaxy A16, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Black",Samsung,26380,28000,5.8,FALSE,4.130434783,Good,0.157,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-325579453.html,07/23/26 19:49
"Samsung A37 5G, 6.7-Inch SUPER AMOLED, 8GB RAM + 256GB, 5000mAh - Lavender",Samsung,52690,55000,4.2,FALSE,4.130434783,Good,0.078,Luxury (>50k),N/A,8,5000,N/A,https://www.jumia.co.ke/samsung-a37-5g-6.7-inch-super-amoled-8gb-ram-256gb-5000mah-lavender-328004279.html,07/23/26 19:49
"Samsung Galaxy A57 5G, 6.7"", 8GB+ 128GB (Dual SIM), 5000mAh, Awesome Navy",Samsung,56995,58000,1.7,FALSE,4.130434783,Good,0.072,Luxury (>50k),N/A,N/A,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a57-5g-6.7-8gb-128gb-dual-sim-5000mah-awesome-navy-328004212.html,07/23/26 19:49
"Samsung Galaxy A07 4G, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Black",Samsung,21040,24000,12.3,FALSE,4.130434783,Good,0.196,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a07-4g-6.7-128gb-4gb-ram-dual-sim-5000mah-black-327032867.html,07/23/26 19:49
"Samsung Galaxy A05, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Black",Samsung,14656,16000,8.4,FALSE,4.130434783,Good,0.282,Entry (5k-15k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a05-6.7-64gb-4gb-ram-dual-sim-5000mah-black-325564503.html,07/23/26 19:50
"Samsung Galaxy A06, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Black",Samsung,16725,20000,16.4,FALSE,4.130434783,Good,0.247,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-64gb-4gb-ram-dual-sim-5000mah-black-325579051.html,07/23/26 19:50
"Samsung Galaxy A07 4G, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Black",Samsung,19315,24000,19.5,FALSE,4.130434783,Good,0.214,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a07-4g-6.7-64gb-4gb-ram-dual-sim-5000mah-black-327032866.html,07/23/26 19:50
"Oppo A6 4G, 6.75"", 6GB RAM(12GB RAM Expansion)+256GB ROM, 45W Flash Charge, 7000mA, (Dual Sim) Sa...",Oppo,32999,,0,FALSE,4.116666667,Good,0.125,Premium (30k-50k),256,6,N/A,N/A,https://www.jumia.co.ke/oppo-a6-4g-6.75-6gb-ram12gb-ram-expansion256gb-rom45w-flash-charge7000madual-sim-sapphire-blue-2yrs-wrty-327544109.html,07/23/26 19:50
"Oppo A6 4G, 6.75"", 8GB RAM(16GB RAM Expansion)+256GB ROM, 45W Flash Charge, 7000mA, (Dual Sim) Sa...",Oppo,35999,,0,FALSE,4.116666667,Good,0.114,Premium (30k-50k),256,8,N/A,N/A,https://www.jumia.co.ke/oppo-a6-4g-6.75-8gb-ram16gb-ram-expansion256gb-rom45w-flash-charge7000madual-sim-sapphire-blue-2yrs-wrty-327544178.html,07/23/26 19:50
"LESIA L182 1.77""QQVOA Triple Sim 2500mah feature phone with Camera",Lesia,767,945,18.8,FALSE,4.1,Good,5.346,Budget (<5k),N/A,N/A,2500,N/A,https://www.jumia.co.ke/lesia-l182-1.77qqvoa-triple-sim-2500mah-feature-phone-with-camera-326903415.html,07/23/26 19:47
"LESIA L256 2.4""QVGA Dual Sim 2500mah feature phone with Camera",Lesia,767,1023,25,FALSE,4.1,Good,5.346,Budget (<5k),N/A,N/A,2500,N/A,https://www.jumia.co.ke/l256-2.4qvga-dunl-sim-2500mah-feature-phone-with-camera-lesia-mpg10125212.html,07/23/26 19:47
"Oppo A5 4G, 6.67"", 6GB RAM +128GB, 45W SUPERVOOC, IP65, 6000mAh (Dual SIM) - Mist White",Oppo,22256,25999,14.4,FALSE,4.1,Good,0.184,Mid-Range (15k-30k),N/A,6,6000,N/A,https://www.jumia.co.ke/oppo-a5-4g-6.67-6gb-ram-128gb-45w-supervooc-ip65-6000mah-dual-sim-mist-white-318570835.html,07/23/26 19:47
"Samsung Galaxy A17 5G, 6.7"", 4GB RAM + 128GB, 5000mAh, Black",Samsung,18999,24000,20.8,FALSE,4.1,Good,0.216,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a17-5g-6.7-4gb-ram-128gb-5000mah-black-2yrs-wrty-326021589.html,07/23/26 19:47
"Samsung Galaxy A06, 6.7"", 4GB RAM + 128GB ROM, 5000mAh, (Dual SIM) - Black",Samsung,13999,19999,30,FALSE,4.1,Good,0.293,Entry (5k-15k),128,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-4gb-ram-128gb-rom-5000mah-dual-sim-black-278280171.html,07/23/26 19:47
"LESIA L182 1.77""QQVOA Triple Sim 2500mah feature phone with Camera",Lesia,767,945,18.8,FALSE,4.1,Good,5.346,Budget (<5k),N/A,N/A,2500,N/A,https://www.jumia.co.ke/lesia-l182-1.77qqvoa-triple-sim-2500mah-feature-phone-with-camera-326633766.html,07/23/26 19:47
"LESIA L256 2.4""QVGA Dunl Sim 2500mah feature phone with Camera",Lesia,767,1023,25,FALSE,4.1,Good,5.346,Budget (<5k),N/A,N/A,2500,N/A,https://www.jumia.co.ke/lesia-l256-2.4qvga-dunl-sim-2500mah-feature-phone-with-camera-326903723.html,07/23/26 19:47
"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh - Blue",Samsung,19750,25000,21,FALSE,4.1,Good,0.208,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-blue-325430936.html,07/23/26 19:47
"XIAOMI Redmi A5, 6.88"", 64GB + 3GB RAM (Dual SIM), 5200mAh, Midnight Black",Xiaomi,10600,13000,18.5,FALSE,4.1,Good,0.387,Entry (5k-15k),N/A,3,5200,N/A,https://www.jumia.co.ke/xiaomi-redmi-a5-6.88-64gb-3gb-ram-dual-sim-5200mah-midnight-black-314449293.html,07/23/26 19:47
"Tecno BEST SMALL PHONE // BUTTON PHONE // T301 2/Dual Sim, Button/KABAMBE/KATULULU/MULIKA MWIZI",Tecno,1200,2700,55.6,FALSE,4.1,Good,3.417,Budget (<5k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/tecno-best-small-phone-button-phone-t301-2dual-simbuttonkabambekatululumulika-mwizi-286863880.html,07/23/26 19:48
"Redmi 15C, 6.88"", 8GB RAM + 256GB ROM, Android 15 Dual SIM + SW BD2 PB2 BLUE",Xiaomi,20599,29000,29,FALSE,4.1,Good,0.199,Mid-Range (15k-30k),256,8,N/A,N/A,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.88-8gb-ram-256gb-rom-android-15-dual-sim-sw-bd2-pb2-blue-275367902.html,07/23/26 19:47
"Reno10 Pro+ 6.6 inch Android Smartphone, 4+64GB, Android 10, 4G Network Dual SIM, GPS WIFI All-in...",Reno,14204,,0,FALSE,4.071153846,Good,0.287,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/landvo-reno10-pro-6.6-inch-android-smartphone464gbandroid-104g-network-dual-sim-gps-wifi-all-in-one-phone-327499810.html,07/23/26 19:49
"Reno10 Pro+ 6.6 inch Android Smartphone, 4GB RAM 64GB ROM, Android 10, 4G Network Dual SIM, GPS W...",Reno,14204,,0,FALSE,4.071153846,Good,0.287,Entry (5k-15k),64,4,N/A,N/A,https://www.jumia.co.ke/landvo-reno10-pro-6.6-inch-android-smartphone-4gb-ram-64gb-romandroid-104g-network-dual-sim-gps-wifi-all-in-one-phone-327476521.html,07/23/26 19:49
"I16Plus 6.6 inch Android 12 Smartphone, 4+64GB, 4200mAh, 4G Network Dual SIM, GPS WIFI All-in-One...",I16Plus,14204,,0,FALSE,4.071153846,Good,0.287,Entry (5k-15k),N/A,N/A,4200,N/A,https://www.jumia.co.ke/landvo-i16plus-6.6-inch-android-12-smartphone-464gb4200mah4g-network-dual-sim-gps-wifi-all-in-one-phone-327616700.html,07/23/26 19:51
"I16Plus 6.6 inch Android 12 Smartphone, 3+64GB, 4200mAh, 4G Network Dual SIM, GPS WIFI All-in-One...",I16Plus,14204,,0,FALSE,4.071153846,Good,0.287,Entry (5k-15k),N/A,N/A,4200,N/A,https://www.jumia.co.ke/landvo-i16plus-6.6-inch-android-12-smartphone-364gb4200mah4g-network-dual-sim-gps-wifi-all-in-one-phone-327476089.html,07/23/26 19:51
"S25 Ultra 6.8 inch Android Smartphone, 2+16GB, 4G Network Dual SIM, GPS WIFI All-in-One Phone",S25,10988,,0,FALSE,4.071153846,Good,0.371,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/landvo-s25-ultra-6.8-inch-android-smartphone-216gb4g-network-dual-sim-gps-wifi-all-in-one-phone-327499718.html,07/23/26 19:50
13 128GB - White RENEWEDA,Apple,39000,69000,43.5,FALSE,4.071153846,Good,0.104,Premium (30k-50k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/renewed-13-128gb-white-reneweda-328018193.html,07/23/26 19:49
"XIAOMI Redmi A7 Pro, 6.9"", 128GB + 4GB RAM (Dual Sim), 6000mAh - Black",Xiaomi,14850,16000,7.2,FALSE,4,Good,0.269,Entry (5k-15k),N/A,4,6000,N/A,https://www.jumia.co.ke/xiaomi-redmi-a7-pro-6.9-128gb-4gb-ram-dual-sim-6000mah-black-327531871.html,07/23/26 19:47
"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH",Samsung,19650,22000,10.7,FALSE,4,Good,0.204,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts24-months-warranty..for-you-samsung-mpg9466596.html,07/23/26 19:47
"Samsung A16, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Black",Samsung,16999,22500,24.4,FALSE,4,Good,0.235,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-2yrs-wrty-326039487.html,07/23/26 19:51
"XIAOMI A7 PRO, 4GB RAM + 64GB, 50MP, 6.9"", 6000mAh, Dual Sim, - BLUE",Xiaomi,12579,19999,37.1,FALSE,4,Good,0.318,Entry (5k-15k),N/A,4,6000,50,https://www.jumia.co.ke/xiaomi-a7-pro-by-xiaomi-4gb-ram-64gb-50mp-6.9-6000mah-dual-sim-12-months-warranty-blue-327634064.html,07/23/26 19:50
"LESIA L252 2.4""QVGA Dual Sim 1200mah feature phone with Camera",Lesia,910,1246,27,FALSE,4,Good,4.396,Budget (<5k),N/A,N/A,1200,N/A,https://www.jumia.co.ke/lesia-l252-2.4qvga-dual-sim-1200mah-feature-phone-with-camera-326954160.html,07/23/26 19:48
Samsung Galaxy M23 5G 4GB RAM+128GB ROM (6.6'') 5000mAh 50MP Main Camera Android Smartphone -Orange,Samsung,15299,26800,42.9,FALSE,4,Good,0.261,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/renewed-samsung-galaxy-m23-5g-4gb-ram128gb-rom-6.6-5000mah-50mp-main-camera-android-smartphone-orange-325553560.html,07/23/26 19:48
"Infinix Smart 20, 6.78"", 4GB RAM + 64GB (Dual SIM), 5200Ah, Polaris Titanium",Infinix,12100,13000,6.9,FALSE,4,Good,0.331,Entry (5k-15k),N/A,4,N/A,N/A,https://www.jumia.co.ke/infinix-smart-20-6.78-4gb-ram-64gb-dual-sim-5200ah-polaris-titanium-327867220.html,07/23/26 19:47
"Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black//WZ//",Safaricom,3050,3500,12.9,FALSE,4,Good,1.311,Budget (<5k),N/A,2,3300,N/A,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-2gb-ram-dual-sim-3300mah-blackwz-327479380.html,07/23/26 19:47
"Nokia C32, 6.2"", 64GB + 4GB RAM (Dual SIM), 5050MAh, Charcoal Grey",Nokia,17999,,0,FALSE,4,Good,0.222,Mid-Range (15k-30k),N/A,4,5050,N/A,https://www.jumia.co.ke/nokia-c32-6.2-64gb-4gb-ram-dual-sim-5050mah-charcoal-grey-1yr-wrty-150536966.html,07/23/26 19:49
"Samsung Galaxy A16, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, (Black)",Samsung,17399,25000,30.4,FALSE,4,Good,0.23,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html,07/23/26 19:51
"Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black",Safaricom,2950,13400,78,TRUE,4,Good,1.356,Budget (<5k),N/A,2,3300,N/A,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-2gb-ram-dual-sim-3300mah-black-326117242.html,07/23/26 19:51
"Infinix Note Edge 6.67"", 8GB RAM + 256GB (Dual SIM), 6150MAh, Shadow Black",Infinix,34358,36000,4.6,FALSE,4,Good,0.116,Premium (30k-50k),N/A,8,6150,N/A,https://www.jumia.co.ke/infinix-note-edge-6.67-8gb-ram-256gb-dual-sim-6150mah-shadow-black-free-power-bank-1yr-wrty-326846294.html,07/23/26 19:48
"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh/ WARRANTY+AMAIZING",Samsung,19550,27000,27.6,FALSE,4,Good,0.205,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah24-months-warrantyamaizing-gifts-325431005.html,07/23/26 19:47
"Honor Magic V5 7.95"" 16GB RAM+512GB (Dual Sim) 5820mAh-Dawn Gold (1 year Warranty)",Honor,178800,199998,10.6,FALSE,3.983333333,Good,0.022,Luxury (>50k),N/A,16,5820,N/A,https://www.jumia.co.ke/honor-magic-v5-7.95-16gb-ram512gb-dual-sim-5820mah-dawn-gold-1-year-warranty-327104771.html,07/23/26 19:50
Honor X6c 6.74” 6GB RAM+256GB 4G 5300 mAh Midnight Black- Dual Sim,Honor,21991,,0,FALSE,3.983333333,Good,0.181,Mid-Range (15k-30k),N/A,6,5300,N/A,https://www.jumia.co.ke/honor-x6c-6.74-6gb-ram256gb-4g-5300-mah-midnight-black-dual-sim-1yr-wrty-326874978.html,07/23/26 19:49
"Honor X9d ""6.79"" 12GB RAM +256GB 5G Dual-SIM - Midnight Black",Honor,54644,56334,3,FALSE,3.983333333,Good,0.073,Luxury (>50k),N/A,12,N/A,N/A,https://www.jumia.co.ke/honor-x9d-6.79-12gb-ram-256gb-5g-dual-sim-midnight-black-free-x7e-earpods-327511100.html,07/23/26 19:49
"Honor Magic V5 7.95"" 16GB RAM+512GB (Dual Sim) 5820mAh- White (1 year Warranty)",Honor,184300,194300,5.1,FALSE,3.983333333,Good,0.022,Luxury (>50k),N/A,16,5820,N/A,https://www.jumia.co.ke/honor-magic-v5-7.95-16gb-ram512gb-dual-sim-5820mah-white-1-year-warranty-328045606.html,07/23/26 19:50
Honor Play 10 6.74” 3GB RAM + 64GB 4G 5000 mAh Starry Purple - Dual Card Sim,Honor,10299,11500,10.4,FALSE,3.983333333,Good,0.387,Entry (5k-15k),N/A,3,5000,N/A,https://www.jumia.co.ke/honor-play-10-6.74-3gb-ram-64gb-4g-5000-mah-starry-purple-dual-card-sim-1yr-wrty-326840464.html,07/23/26 19:50
Honor X6c 6.74” 6GB RAM+128GB 4G 5300 mAh Ocean Cyan- Dual Sim,Honor,20501,,0,FALSE,3.983333333,Good,0.194,Mid-Range (15k-30k),N/A,6,5300,N/A,https://www.jumia.co.ke/honor-x6c-6.74-6gb-ram128gb-4g-5300-mah-ocean-cyan-dual-sim-1yr-wrty-326874930.html,07/23/26 19:50
Honor X6c 6.74” 6GB RAM+128GB 4G 5300 mAh Midnight Black - Dual Sim,Honor,20501,,0,FALSE,3.983333333,Good,0.194,Mid-Range (15k-30k),N/A,6,5300,N/A,https://www.jumia.co.ke/honor-x6c-6.74-6gb-ram128gb-4g-5300-mah-midnight-black-dual-sim-1yr-wrty-326841046.html,07/23/26 19:49
"Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black",Safaricom,2970,3999,25.7,FALSE,3.933333333,Good,1.324,Budget (<5k),N/A,2,3300,N/A,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-2gb-ram-dual-sim-3300mah-black-328694722.html,07/23/26 19:50
"Samsung GALAXY A17 6.7'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh",Samsung,24699,36999,33.2,FALSE,3.9,Good,0.158,Mid-Range (15k-30k),256,8,5000,50,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-8gb-ram-256gb-rom-dual-sim-50mp-5000mah-326301650.html,07/23/26 19:47
"Redmi 15C, 6.88"", 8GB RAM + 256GB ROM, Android 15 Dual SIM + WW BN, BLACK",Xiaomi,19999,30000,33.3,FALSE,3.9,Good,0.195,Mid-Range (15k-30k),256,8,N/A,N/A,https://www.jumia.co.ke/redmi-15c-byxiaomi6.88-8gb-ram-256gb-rom-android-15-dual-sim-ww-bn-black-275368047.html,07/23/26 19:51
"Samsung Galaxy A16, 6.7"", 4GB RAM + 128GB (Dual SIM), 5000mAh, Black",Samsung,17799,19999,11,FALSE,3.9,Good,0.219,Mid-Range (15k-30k),N/A,4,5000,N/A,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-4gb-ram-128gb-dual-sim-5000mah-blackfreegifts-327649387.html,07/23/26 19:51
"SQ SQ LS 980 Wireless Desktop Telephone - GSM 900/1800MHz, Dual SIM",SQ,3565,4500,20.8,FALSE,3.9,Good,1.094,Budget (<5k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/sq-sq-ls-980-wireless-desktop-telephone-gsm-9001800mhz-dual-sim-147007393.html,07/23/26 19:48
"Vivo Y05, 6500mAh, 4GB+64GB, 15W Fast Charge, 6.74"" HD+ 120Hz, Fingerprint, Dual SIM – Black",Vivo,15999,17599,9.1,FALSE,3.86,Good,0.241,Mid-Range (15k-30k),N/A,N/A,6500,N/A,https://www.jumia.co.ke/vivo-y05-6500mah-4gb64gb-15w-fast-charge-6.74-hd-120hz-fingerprint-dual-sim-black-327782427.html,07/23/26 19:49
"Vivo V70, 6.8"", 12GB RAM + 512GB (Dual SIM), 6500mAh, 90W Fast Charge, Black",Vivo,82449,93499,11.8,FALSE,3.86,Good,0.047,Luxury (>50k),N/A,12,6500,N/A,https://www.jumia.co.ke/vivo-v70-6.8-12gb-ram-512gb-dual-sim-6500mah-90w-fast-charge-black-327321954.html,07/23/26 19:50
"Vivo Y05, 6500mAh, 4GB+64GB, 15W Fast Charge, 6.74"" HD+ 120Hz, Fingerprint, Dual SIM – Platinum",Vivo,15999,17599,9.1,FALSE,3.86,Good,0.241,Mid-Range (15k-30k),N/A,N/A,6500,N/A,https://www.jumia.co.ke/vivo-y05-6500mah-4gb64gb-15w-fast-charge-6.74-hd-120hz-fingerprint-dual-sim-platinum-327782251.html,07/23/26 19:50
Tecno Camon 30 Pro 5G 12GB RAM 512GB ROM Snowy ( Silver),Tecno,30000,102000,70.6,TRUE,3.84,Good,0.128,Premium (30k-50k),512,12,N/A,N/A,https://www.jumia.co.ke/tecno-camon-30-pro-5g-12gb-ram-512gb-rom-snowy-silver-328685157.html,07/23/26 19:49
"Tecno POP 20, 6.75'', 64GB +4GB RAM (Dual SIM), 5000MAh, 4G - Black .",Tecno,13299,24899,46.6,FALSE,3.84,Good,0.289,Entry (5k-15k),N/A,4,5000,N/A,https://www.jumia.co.ke/tecno-pop-20-6.75-64gb-4gb-ram-dual-sim-5000mah-4g-black-1yr-wrty.-328592572.html,07/23/26 19:49
Ruioo RUIOO S25 Ultra Android Smartphone 8GB + 128GB 6.8 inches,Ruioo,10050,13400,25,FALSE,3.8,Good,0.378,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/ruioo-ruioo-s25-ultra-android-smartphone-8gb-128gb-6.8-inches-327386541.html,07/23/26 19:47
"Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black",Safaricom,3499,10000,65,FALSE,3.8,Good,1.086,Budget (<5k),N/A,2,3300,N/A,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-2gb-ram-dual-sim-3300mah-black-283997475.html,07/23/26 19:51
"Samsung GALAXY A16, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh",Samsung,17088,24999,31.6,FALSE,3.7,Good,0.217,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-326948243.html,07/23/26 19:49
"Samsung A17, 6.7'' HD+, 4GB RAM + 128 GB ROM, DUAL SIM, 50MP, 5000mAh/ WARRANTY- BLACK",Samsung,19877,25500,22.1,FALSE,3.7,Good,0.186,Mid-Range (15k-30k),128,4,5000,50,https://www.jumia.co.ke/samsung-a17-6.7-hd-4gb-ram-128-gb-rom-dual-sim-50mp-5000mah24-months-warranty-black-326042038.html,07/23/26 19:49
"LESIA L281 2.8""QVGA Dual Sim 2500mah feature phone with Camera",Lesia,899,1358,33.8,FALSE,3.7,Good,4.116,Budget (<5k),N/A,N/A,2500,N/A,https://www.jumia.co.ke/lesia-l281-2.8qvga-dual-sim-2500mah-feature-phone-with-camera-326953711.html,07/23/26 19:48
"Oppo A6 Pro 4G, 6.57"", 8GB RAM + 256GB, IP69, 80W Flash Charge, 7000mA (Dual SIM), Rosewood Red",Oppo,40999,45999,10.9,FALSE,3.7,Good,0.09,Premium (30k-50k),N/A,8,N/A,N/A,https://www.jumia.co.ke/oppo-a6-pro-4g-6.57-8gb-ram-256gb-ip69-80w-flash-charge-7000ma-dual-sim-rosewood-red-2yrs-wrty-325911438.html,07/23/26 19:48
Ruioo RUIOO S25 Ultra Android Smartphone 8GB + 128GB 6.8 inches,Ruioo,10050,13400,25,FALSE,3.6,Good,0.358,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/ruioo-ruioo-s25-ultra-android-smartphone-8gb-128gb-6.8-inches-327386510.html,07/23/26 19:47
Honor Play 10 6.74” 3GB RAM + 64GB ROM 4G 5000 mAh Ocean Cyan - Dual Card Sim,Honor,11500,,0,FALSE,3.5,Good,0.304,Entry (5k-15k),64,3,5000,N/A,https://www.jumia.co.ke/honor-play-10-6.74-3gb-ram-64gb-rom-4g-5000-mah-ocean-cyan-dual-card-sim-1yr-wrty-326840328.html,07/23/26 19:48
Ruioo RUIOO S25 Ultra Android Smartphone 8GB + 128GB 6.8 inches,Ruioo,10050,13400,25,FALSE,3.5,Good,0.348,Entry (5k-15k),N/A,N/A,N/A,N/A,https://www.jumia.co.ke/ruioo-ruioo-s25-ultra-android-smartphone-8gb-128gb-6.8-inches-327386343.html,07/23/26 19:47
"Redmi 15C, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Blue",Xiaomi,14699,16800,12.5,FALSE,3.5,Good,0.238,Entry (5k-15k),N/A,4,6000,N/A,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-blue-25-months-warranty-328081972.html,07/23/26 19:47
"Redmi 15C, 6.9"", 4GB RAM + 128GB (Dual SIM), 6000mAh, Orange",Xiaomi,14699,17000,13.5,FALSE,3.4,Average,0.231,Entry (5k-15k),N/A,4,6000,N/A,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-orange-25-months-warranty-328082025.html,07/23/26 19:47
"Itel Flip 1 Folding Phone - 2.4"" - 1200mAh (Dual SIM), Wireless FM, Black//TT",Itel,2900,3000,3.3,FALSE,3.3,Average,1.138,Budget (<5k),N/A,N/A,1200,N/A,https://www.jumia.co.ke/itel-flip-1-folding-phone-2.4-1200mah-dual-sim-wireless-fm-blacktt-314924139.html,07/23/26 19:49
"Vivo Y31d, 6.75"", 6GB RAM + 256GB (Dual SIM), 7200mAh, 44W Fast Charge, Grey",Vivo,29399,32999,10.9,FALSE,3.3,Average,0.112,Mid-Range (15k-30k),N/A,6,7200,N/A,https://www.jumia.co.ke/vivo-y31d-6.75-6gb-ram-256gb-dual-sim-7200mah-44w-fast-charge-grey-327050229.html,07/23/26 19:48
